128,0.011912345886230469
128,0.014205217361450195
128,0.009007692337036133
128,0.011961698532104492
128,0.00771641731262207
128,0.012116432189941406
128,0.0070209503173828125
128,0.009794235229492188
128,0.012288093566894531
256,0.009813785552978516
256,0.007905006408691406
256,0.008571386337280273
256,0.023180723190307617
256,0.010059118270874023
256,0.012700080871582031
256,0.014724016189575195
256,0.024153709411621094
256,0.012370586395263672
256,0.014919757843017578
512,0.015272378921508789
512,0.026638269424438477
512,0.007439613342285156
512,0.019141674041748047
512,0.010359764099121094
512,0.0057904720306396484
512,0.014142274856567383
512,0.005971193313598633
512,0.015404939651489258
512,0.021520614624023438
1024,0.026375532150268555
1024,0.014818906784057617
1024,0.01586604118347168
1024,0.014897346496582031
1024,0.01766681671142578
1024,0.030156612396240234
1024,0.015643596649169922
1024,0.01603841781616211
1024,0.015805721282958984
1024,0.019700288772583008
2048,0.09188318252563477
2048,0.07998442649841309
2048,0.04688405990600586
2048,0.07685303688049316
2048,0.07962822914123535
2048,0.08103084564208984
2048,0.10189485549926758
2048,0.10490894317626953
2048,0.0750882625579834
2048,0.061827898025512695
4096,0.27870917320251465
4096,0.281475305557251
4096,0.29370665550231934
4096,0.8364665508270264
4096,0.2941727638244629
4096,0.4627528190612793
4096,0.2864081859588623
4096,0.8767340183258057
4096,0.43451714515686035
4096,0.2558901309967041
8192,1.221320629119873
