128,0.07300853729248047
128,0.06284952163696289
128,0.09516501426696777
128,0.08656144142150879
128,0.057813405990600586
128,0.055765628814697266
128,0.05798792839050293
128,0.06706929206848145
128,0.05332517623901367
256,0.18456435203552246
256,0.18221354484558105
256,0.21467828750610352
256,0.15891718864440918
256,0.20864582061767578
256,0.2819983959197998
256,0.4346017837524414
256,0.23294854164123535
256,0.18876433372497559
256,0.17882728576660156
512,0.8892126083374023
512,1.0822761058807373
512,0.720257043838501
512,0.7110514640808105
512,1.0407953262329102
512,0.7254133224487305
512,0.8066356182098389
512,0.8435878753662109
512,0.8782815933227539
512,1.0831775665283203
1024,2.848003387451172
1024,2.9149820804595947
1024,3.2601027488708496
1024,3.288350820541382
1024,3.937628746032715
1024,4.184558868408203
1024,3.5382468700408936
1024,4.323398113250732
1024,3.9175539016723633
1024,2.9216349124908447
2048,16.83017325401306
2048,7.948171615600586
2048,13.143075466156006
2048,16.20619487762451
2048,13.45684289932251
2048,14.453905582427979
2048,18.101191759109497
2048,15.41440486907959
2048,12.544702768325806
2048,16.49782133102417
4096,69.50896143913269
4096,59.96179986000061
4096,49.62698197364807
4096,61.49919128417969
4096,62.17666244506836
4096,61.431819915771484
4096,61.83824300765991
4096,61.51245903968811
4096,55.677286863327026
4096,58.39130163192749
